,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6
1,2.2373,2.8753,3.693,3.6215,2.7798,2.8414
2,2.0155,2.8753,5.9902,3.1361,2.7798,3.1955
3,2.0155,0.46132,5.6172,3.1361,2.1001,3.1874
4,1.0616,0.46132,3.3341,2.0305,2.2045,2.6524
5,1.0616,0.91114,2.9953,2.0305,2.2045,2.6524
6,2.0921,0.91114,2.9125,1.8247,2.221,0.81063
7,2.0921,1.7852,2.9125,1.8247,2.6123,0.81063
8,2.9772,1.7852,2.708,1.9353,2.387,1.7133
9,2.0417,1.7146,1.4728,0.072572,1.7105,3.6397
10,2.0417,1.7146,0.27686,0.072572,1.0651,3.0718
11,1.7624,1.113,0.27686,1.2161,0.2685,3.0718
12,0.76501,1.0822,0.97072,1.2161,0.2685,2.8343
13,0.76501,1.0822,0.97072,1.0118,0.90024,3.8445
14,2.6566,0.97015,1.7345,1.0118,0.90024,2.1798
15,2.6566,0.97015,2.8086,1.0453,1.9224,2.1798
16,1.215,0.59261,3.1415,0.93638,1.9224,4.3377
17,1.215,0.59261,3.0467,0.90703,1.7221,3.7762
18,2.0524,0.49524,2.4299,0.90703,1.7221,3.3809
19,0.5822,0.49524,2.4299,2.2761,2.2441,2.9797
20,0.5822,2.7992,2.1805,2.2761,2.2441,1.7065
21,1.7153,0.52575,2.1805,2.3789,2.9515,1.7065
22,0.78114,0.52575,3.1034,3.4602,0.80119,2.1507
23,0.51383,2.0501,3.1034,0.2743,0.80119,2.2501
24,0.51383,2.0501,3.0557,1.863,0.91375,0.89321
25,3.1747,1.545,3.0557,1.7143,0.55443,0.89321
26,2.7215,1.4068,3.4246,1.4576,0.55443,1.5847
27,2.2122,0.45102,3.0888,1.4576,0.53965,2.8446
28,2.4821,0.45102,1.8447,1.6991,0.68024,1.5223
29,2.548,1.2518,1.8447,1.4006,0.68024,0.46958
30,1.4348,1.2518,1.6046,1.4006,2.6504,0.14968
31,1.4348,2.5925,1.6046,1.0987,2.6504,0.46958
32,3.4738,1.4385,2.8152,0.45774,2.6028,1.7238
33,3.4738,1.4385,2.8152,0.45774,2.2334,1.7238
34,3.3664,1.3614,2.8581,0.15052,2.2334,2.2775
35,1.6061,0.5661,2.8581,0.15052,0.85748,2.2775
36,1.3379,1.3614,2.2291,3.0352,2.1421,2.3972
37,1.3379,0.79511,2.2291,2.9654,1.2337,2.3972
38,0.80342,0.44502,2.7266,0.99866,0.21834,2.8337
39,0.80342,0.36199,3.0439,0.99866,0.2098,0.90503
40,2.6625,0.36199,3.0439,2.5608,0.19153,1.9975
41,2.7325,1.0815,2.8841,2.5608,0.19153,1.9975
42,2.7325,0.7169,2.8841,1.2586,1.8305,4.1042
43,2.5096,0.66787,3.1286,1.2586,1.5011,1.8563
44,1.9364,0.66787,1.9085,2.977,1.5011,2.5359
45,1.8675,1.0625,0.48505,2.0592,3.0971,2.5359
46,0.24149,1.0625,0.48505,2.0592,2.4144,1.5094
47,0.24149,0.48832,2.679,1.6108,1.3149,0.11932
48,0.048816,0.17888,1.9953,2.284,1.3149,1.5094
49,0.048816,0.17888,1.9953,2.284,2.6547,1.0937
50,2.8906,1.1625,2.5097,1.9632,1.7833,0.38348
51,0.70053,1.4553,2.7619,2.1294,1.2331,3.1673
52,0.70053,1.4553,2.7619,2.1294,1.2331,3.1326
53,1.309,1.762,0.82971,1.7483,1.4284,2.4492
54,1.309,0.53677,0.82971,1.7483,1.8471,2.4492
55,1.4871,0.53677,2.5404,1.9555,0.71463,3.6438
56,1.4871,0.9113,2.5404,1.3169,0.71463,2.8911
57,2.1395,0.9113,3.4696,1.3169,2.7661,2.8911
58,1.7661,0.98102,3.1595,2.6269,1.2883,3.6748
59,2.4504,0.58775,3.1595,2.3957,1.2883,3.6748
60,2.201,0.58775,3.2659,1.6031,2.6304,2.0708
61,1.9596,2.1313,2.7353,1.3099,1.5862,2.0708
62,1.0058,0.91611,0.71823,0.84057,1.5862,3.0005
63,0.21299,0.84493,0.71823,0.34103,2.3454,3.0005
64,0.21299,0.84493,2.229,0.34103,1.9463,2.6037
65,2.932,0.15078,2.229,0.25043,1.9463,2.6037
66,2.3559,0.15078,2.9115,0.25043,0.40156,0.65849
67,2.3559,1.1861,2.6269,2.2342,0.40156,2.824
68,2.7511,1.1861,2.6269,2.2342,2.7351,0.99908
69,2.702,0.86864,2.882,1.3243,0.97228,0.99908
70,1.4822,0.86864,2.109,0.70247,0.97228,3.1403
71,0.9329,1.0865,2.7122,0.70247,1.1187,0.27391
72,1.4163,1.0865,2.882,1.3307,1.1187,0.27391
73,1.4163,2.4964,1.9837,1.3307,2.108,1.9107
74,1.2332,0.44035,1.9837,0.54607,0.57378,1.9107
75,1.2332,0.44035,1.9416,0.54607,0.57378,3.2799
76,1.9511,0.99913,1.1147,0.59568,0.66788,3.2799
77,0.90957,0.85968,0.42544,0.59568,0.47138,2.5854
78,0.90957,0.85968,0.42544,1.4148,0.47138,2.5854
79,1.5816,0.19635,1.7461,1.4148,1.7071,3.3934
80,1.5816,0.19635,1.2824,1.7579,1.7071,0.96339
81,0.23572,2.3242,1.2824,1.7579,1.6304,0.96339
82,0.23572,0.84788,0.37488,1.7241,0.33928,0.88163
83,0.49755,0.30128,0.37488,1.7241,1.2536,0.88163
84,0.49755,0.30128,2.4433,2.7085,0.63054,3.6653
85,1.1143,0.80285,2.4433,2.9307,0.63054,2.8051
86,1.8866,0.80285,1.1855,0.57125,1.4742,2.8439
87,1.8866,2.7613,1.1855,0.57125,0.89704,0.6803
88,0.90968,1.8617,3.5107,2.8255,0.47889,2.8439
89,0.5481,1.5189,1.8649,2.3948,2.7048,3.3834
90,0.5481,0.4681,1.418,0.92425,2.4836,3.2302
91,1.1337,0.4681,1.418,0.92425,0.76123,3.0059
92,0.93124,2.8217,3.2513,2.7297,1.8046,0.48599
93,0.2081,0.29099,2.0752,2.0865,0.77148,3.34
94,0.2081,0.29099,2.0752,1.8382,0.77148,3.2217
95,1.1199,2.7096,1.7237,1.8382,2.4441,3.2217
96,0.37677,2.2201,1.7237,2.3683,2.0322,2.1842
97,1.1199,0.70401,0.71697,0.29328,1.6287,1.3612
98,0.92651,0.4662,0.71697,0.29328,1.6287,1.3612
99,0.77926,0.70401,1.5308,2.6443,2.8633,0.68159
100,0.77926,0.18694,2.2476,2.6443,0.64951,2.4689
101,1.7999,2.318,0.83333,1.8677,0.54913,2.7069
102,0.43175,0.67818,0.35787,1.8677,0.54913,2.7069
103,0.20904,0.19561,0.12725,2.9638,1.8924,1.596
104,1.2653,0.19561,0.12725,1.2488,1.8924,1.596
105,0.77001,1.0503,1.2742,1.2488,1.4743,4.0059
106,0.77001,0.65549,1.7401,3.111,2.4163,1.9913
107,1.8458,0.65549,1.4248,2.7188,2.4163,2.9792
108,1.8458,0.60799,1.4248,2.5864,2.5403,2.9803
109,2.3637,0.60799,2.853,2.5864,0.074744,2.7364
110,1.5585,1.7506,0.32943,0.848,0.074744,1.4655
111,1.5585,1.4637,1.1157,0.848,0.41178,2.145
112,2.9292,0.49909,1.1157,3.042,2.8266,2.145
113,1.4635,0.095797,1.0233,3.042,2.9156,2.5242
114,0.60539,0.095797,0.30473,2.6114,1.3496,2.5242
115,1.0956,0.75462,0.30473,2.8673,1.3496,1.7885
116,0.37712,0.75462,1.7996,0.62494,2.6785,1.7885
117,0.37712,2.481,1.7996,0.62494,2.6785,1.3131
118,0.078739,2.1311,3.1761,3.36,1.9466,1.215
119,0.078739,0.75271,0.99637,3.1251,1.9466,1.215
120,1.0138,0.29077,3.0725,0.18452,2.9583,1.1714
121,1.0138,0.052143,0.22916,0.18452,2.9583,3.1622
122,2.4008,0.052143,0.22916,1.3973,1.7619,3.0838
123,2.4008,2.3171,2.0493,1.3973,1.7619,2.7966
124,2.2549,2.1437,2.0493,2.688,2.2684,2.7966
125,1.3231,1.179,2.3046,1.9558,2.1004,2.4662
126,0.48667,1.179,1.7909,1.9558,2.1004,1.757
127,0.48667,1.0219,1.7909,2.2385,0.36387,2.4662
128,0.90959,1.0219,1.7032,2.2385,2.2857,3.2719
129,0.90959,0.36118,1.3273,1.7949,1.3333,2.6551
130,2.5846,0.36118,1.3273,1.7949,1.3333,3.4264
131,2.0683,0.88409,0.45669,2.7222,0.36999,3.0811
132,2.0683,0.88409,0.45669,2.7222,0.86615,1.9558
133,0.13241,0.38181,1.5484,0.34564,0.86615,1.5954
134,0.13241,1.4532,1.0067,0.34564,2.1465,2.7051
135,3.2307,0.60405,0.82791,1.7008,0.5399,2.7051
136,3.1844,0.60405,1.0067,1.7008,2.1465,0.24437
137,1.2807,1.4778,0.89798,2.727,0.51027,0.24437
138,1.2807,0.24579,0.89798,2.727,0.51027,0.43134
139,0.50113,0.24579,0.11214,2.6892,2.3617,0.43134
140,0.50113,0.43623,0.11214,2.6892,0.98046,2.8462
141,1.2447,0.43623,2.9096,2.2209,0.98046,2.5038
142,2.6332,2.0451,1.8064,2.2209,2.8284,0.80768
143,1.3933,2.0451,1.8064,2.5837,3.2087,0.80768
144,1.3933,2.1298,2.5402,2.1733,2.6677,1.291
145,2.6007,2.1298,1.9318,1.1726,2.6677,1.6943
146,2.6007,1.9417,0.91675,1.1726,0.40717,2.9774
147,1.7306,1.469,0.91675,1.2698,0.40717,0.92255
148,1.2157,1.469,2.2728,0.30672,2.4185,1.7001
149,1.2157,1.5851,1.0051,1.2698,0.28318,1.4984
150,0.51161,1.5851,1.0051,1.1907,0.28318,1.4984
151,2.8455,2.7069,2.6228,0.18107,0.53669,2.7301
152,2.8455,0.50412,2.0281,0.18107,0.53669,2.7301
153,2.6346,1.1987,1.119,3.0634,1.8369,1.598
154,2.6346,1.1836,1.119,1.2915,1.7087,3.6985
155,1.0051,1.0266,3.3815,1.2915,1.7087,2.6087
156,1.0051,0.34375,3.3399,2.7983,1.8528,2.8319
157,2.7344,0.34375,3.3399,2.794,1.6546,3.1284
158,1.7674,0.19066,2.7876,1.5465,1.6546,2.5088
159,1.7674,0.19066,2.2602,1.5465,0.8724,0.25678
160,3.1943,1.0218,0.081531,2.5867,0.8724,0.25678
161,1.3145,0.77234,1.3529,2.6215,1.4747,3.1417
162,1.3145,0.77234,1.724,2.6215,1.4747,2.0206
163,2.0616,2.3131,0.8946,3.3629,3.2054,2.874
164,2.0515,2.3131,0.10808,3.0783,3.2787,2.8586
165,1.4744,1.2852,0.10808,1.7498,0.3683,2.787
166,0.48947,1.2852,0.30373,0.44274,0.3683,2.787
167,0.48947,1.5525,0.30373,0.44274,2.8782,2.2797
168,0.9084,0.84738,3.2156,1.5236,0.16988,2.2797
169,0.32648,0.84738,2.9212,2.6834,0.16988,3.7571
170,0.32648,0.32324,2.6901,2.5944,2.6394,2.7662
171,0.79921,0.32324,1.3597,1.4194,1.9017,2.7662
172,0.79921,2.2013,1.0844,1.4194,0.92238,3.1712
173,0.6902,1.2755,1.0844,1.729,0.92238,2.9179
174,0.85366,1.2755,3.868,2.1005,1.0022,2.2914
175,0.85366,0.1039,2.5391,2.1005,1.0022,0.79126
176,0.13207,0.1039,2.5391,2.045,2.4613,0.79126
177,0.13207,0.24485,2.788,1.8754,1.0914,0.63272
178,1.474,0.20801,2.7109,0.99841,0.44774,0.63272
179,0.91433,0.20801,2.2342,0.47503,0.44774,3.2101
180,0.91433,1.5988,0.84116,0.47503,0.3749,1.744
181,2.7044,1.5988,1.1423,2.3612,2.6626,1.744
182,1.9244,0.031273,1.1423,2.3612,1.3826,2.0214
183,1.9244,0.031273,1.3708,0.48713,0.30963,2.5736
184,0.63378,1.6122,1.3708,0.13299,0.7118,2.4648
185,0.63378,1.6122,1.6466,0.13299,0.7118,2.9238
186,1.1139,2.3918,1.6466,1.7996,1.1389,2.9238
187,1.1139,1.632,1.5219,0.95353,1.7552,0.60134
188,3.1347,0.34745,1.5219,0.29838,1.7552,0.60134
189,2.5955,0.34745,2.868,0.29838,1.6505,2.5769
190,1.7918,2.2679,2.7191,2.0849,1.6505,2.714
191,1.7918,2.0615,0.88195,3.2113,2.3351,0.75216
192,1.0915,2.0615,0.88195,3.2113,0.58381,0.75216
193,1.0915,1.7945,1.056,3.0747,0.58381,3.2275
194,0.87023,1.7945,1.056,2.6101,2.5315,3.2275
195,0.87023,0.94292,2.0989,2.6101,2.5315,3.0597
196,3.0171,0.19572,2.0989,2.2619,0.77594,3.0597
197,0.74859,0.19572,1.8466,2.8036,0.4514,2.6037
198,0.46393,0.50858,3.0136,2.8036,0.4514,3.9413
199,0.46393,0.50858,3.0136,3.221,2.9607,0.43829
200,1.2168,1.122,2.1126,1.7405,1.9636,1.1629
201,2.3167,2.3689,1.4397,1.4567,0.83486,2.5957
202,2.3167,2.3689,1.3232,1.4567,2.637,0.88661
203,1.9957,1.4373,1.3232,2.5144,2.637,1.2328
204,1.9957,1.4373,1.1624,2.5144,0.13219,1.2328
205,1.6587,2.8617,1.1624,2.5137,0.13219,0.74033
206,1.6587,2.5844,2.7066,3.4267,1.5359,0.74033
207,1.9675,0.45235,2.7066,2.9231,0.4098,1.4117
208,1.9675,0.45235,2.9198,2.6346,0.4098,3.7262
209,3.1394,0.60533,2.6645,2.4469,2.2749,1.2616
210,2.6237,0.6348,1.1539,1.6502,2.498,1.2994
211,1.9961,0.6348,1.1539,1.4761,2.2615,1.0523
212,1.9961,0.32156,0.16407,1.4761,2.2615,1.0523
213,3.0558,0.32156,2.1646,4.0606,0.38275,1.0437
214,3.0558,0.85108,1.3971,0.77128,0.38275,1.3734
215,2.7069,0.24021,0.69118,0.33796,2.051,1.3694
216,0.45922,0.24021,1.3971,0.33796,2.051,3.4015
217,0.45922,1.745,0.14098,2.9051,1.2507,3.2149
218,0.20124,0.59543,0.14098,2.424,1.2507,3.8581
219,0.20124,0.40461,0.86071,1.7011,1.9842,0.99763
220,2.304,0.40461,0.86071,1.7011,1.9842,0.75408
221,2.304,0.38874,1.6382,1.262,1.5312,0.99763
222,0.33489,0.77412,1.3046,1.262,1.2275,0.99763
223,0.98455,0.77412,1.3046,1.1641,1.5312,3.022
224,0.98455,2.5182,3.1122,1.1641,1.5312,1.5095
225,2.0128,0.70926,2.7742,1.1467,1.9164,1.5095
226,2.0128,0.70926,2.7742,1.1467,1.9164,1.2907
227,0.10614,0.29764,1.4425,3.3479,1.2905,1.2907
228,0.10614,0.13388,1.4425,2.4873,0.91543,2.7017
229,3.1726,0.13108,1.2747,2.9014,0.91543,2.7017
230,3.1347,0.13108,0.36367,2.2998,1.3054,2.9812
231,2.9075,0.95077,1.2747,2.2998,1.3054,2.6791
232,3.1347,0.95077,1.0975,1.8691,2.3137,1.8328
233,0.78553,1.0996,0.61305,1.8691,2.3137,2.6791
234,0.92111,1.0996,0.15217,1.7851,2.2269,2.6791
235,0.92111,3.0913,0.15217,1.4529,2.2142,2.0342
236,2.3902,0.64299,0.57206,1.4529,2.4459,1.5209
237,1.0626,0.64299,0.57206,3.1062,1.8625,2.0342
238,1.0626,0.17384,2.073,3.0186,1.8625,1.7748
239,2.7631,0.17384,2.073,1.0032,3.2051,1.3214
240,0.37901,0.59457,3.1785,1.2273,1.3556,0.80304
241,0.37901,0.59457,2.3191,1.2273,1.3556,0.80304
242,0.72728,0.63416,0.73291,0.30533,2.078,2.1252
243,0.72728,0.71436,1.8017,0.30533,1.9272,2.8231
244,0.16126,0.31512,1.8017,0.96106,1.7361,0.29435
245,2.8012,0.28787,2.6785,0.96106,1.7361,0.29435
246,1.9421,0.27139,2.3747,3.32,2.3372,1.8413
247,1.0021,0.030237,2.3747,3.2834,0.27938,1.8413
248,0.075268,0.030237,1.2929,2.9629,0.27938,2.8147
249,0.075268,1.3976,1.0956,2.7422,1.9553,2.8147
250,0.27817,0.97121,1.2929,1.8114,1.9553,2.8361
251,2.9573,0.16079,2.228,2.0267,3.483,2.9657
252,2.9573,0.16079,2.2921,0.11212,2.6842,1.4775
253,2.9748,2.4655,1.8025,0.0069033,2.6212,1.841
254,2.5834,1.6698,1.3784,0.0069033,2.6212,1.8376
255,2.5834,1.6698,0.52982,2.1839,0.63672,1.8775
256,2.0493,1.9095,0.52982,1.144,0.63672,1.8775
257,2.0493,1.9095,2.9435,1.144,1.6403,3.2145
258,1.0799,1.0241,2.5128,2.6475,1.6403,2.9516
259,1.0799,2.2609,1.6126,2.6475,0.374,3.1962
260,3.1371,1.3457,1.6126,2.4467,0.26347,3.1962
261,2.022,0.33442,1.5325,1.9344,0.26347,3.058
262,1.8278,0.33442,1.5325,1.6728,2.7453,3.058
263,1.8278,1.1968,3.1204,0.62075,2.7424,1.3315
264,2.0247,0.99716,0.84928,0.62075,2.7376,1.3315
265,2.0247,0.99716,0.84928,2.7281,1.2719,2.0293
266,3.1227,1.1075,2.8428,0.31097,1.2719,2.0293
267,2.6394,1.0536,2.4468,0.31097,2.9905,2.6172
268,2.6394,0.29783,1.6888,1.816,2.9905,2.6172
269,2.8526,0.29783,1.6888,1.6004,2.6565,2.6052
270,1.2913,0.39999,2.714,1.6004,2.7644,2.8228
271,1.2913,0.39999,0.36498,1.2073,2.7644,2.6708
272,0.98905,0.25254,1.6778,1.2073,0.86585,2.7378
273,0.98905,0.25254,1.6778,3.0326,0.47128,0.83095
274,2.759,1.3804,0.94792,1.3536,0.47128,0.83095
275,2.759,1.3804,0.94792,1.3536,3.1287,0.16427
276,3.8241,2.1552,3.5172,2.6637,3.1101,0.16427
277,1.867,1.217,2.6368,0.5151,1.2404,2.7154
278,2.7279,1.217,1.7151,0.3464,1.2404,2.347
279,1.9156,1.1343,1.7151,0.3464,1.5267,0.46264
280,2.5091,0.10401,2.8219,2.9138,1.5382,0.46264
281,1.5679,0.10401,1.8206,2.7582,1.1033,0.26602
282,0.37379,0.99764,1.6741,1.6938,1.1033,3.5921
283,0.37379,0.47382,1.6741,1.4922,0.90675,3.8166
284,2.748,0.27985,1.6978,0.96757,0.90675,0.45936
285,0.67489,0.27985,2.9065,0.96757,1.5987,2.8755
286,1.6597,0.24201,0.88298,2.2013,0.16476,1.1913
287,0.77586,0.55159,0.88298,0.85337,0.16476,1.1913
288,0.37644,0.11394,1.2268,0.85337,1.3369,2.9901
289,0.37644,0.11394,1.119,0.6791,1.3369,2.9901
290,2.9839,0.47084,1.119,0.15336,1.84,2.0848
291,1.6397,0.47084,0.86603,1.6826,1.7562,0.89489
292,1.6397,1.723,0.86603,0.40655,1.6397,0.89489
293,1.4705,1.723,0.96079,0.40655,1.6397,2.451
294,0.25768,2.3865,0.96079,2.6573,2.3575,2.451
295,0.25768,2.024,0.83993,2.6573,2.3575,2.3954
296,1.7583,0.58872,0.83993,0.82246,2.7809,2.0264
297,0.29539,0.58872,1.9054,0.82246,2.7809,1.9021
298,0.24736,1.3136,1.9054,2.7812,2.7694,1.9021
299,0.24736,0.65837,1.1797,1.5409,2.0772,0.17578
300,0.9339,0.65837,1.1797,1.5409,1.2655,2.9365
301,1.5424,1.3919,3.3909,2.9503,2.8615,2.3858
302,1.4682,1.3919,2.4647,2.9503,2.8615,2.3858
303,1.5424,0.82483,3.1497,2.593,2.3151,1.3424
304,1.5424,0.82483,3.1497,2.2032,0.58367,1.3424
305,1.8024,1.2478,2.3909,0.61449,1.5043,3.4131
306,1.8024,0.75852,2.3909,2.2032,0.95065,3.6589
307,2.8031,0.75852,3.3352,2.2032,0.95065,2.9766
308,0.71519,2.1012,2.7599,0.31493,3.1365,0.36365
309,0.66603,2.1012,0.92646,0.31493,1.5731,0.36365
310,0.66603,2.5461,3.0301,3.2235,1.5731,2.23
311,1.8146,1.9383,0.93346,2.2932,1.864,2.23
312,1.8146,1.9383,0.93346,2.0322,1.864,3.306
313,1.2491,1.6373,0.91044,2.0322,2.8009,2.5955
314,2.2105,1.6373,0.17183,2.5231,2.2582,2.5955
315,1.5593,1.3312,0.17183,0.18807,2.2582,2.6825
316,1.4678,1.3312,0.45648,2.0787,1.2123,2.6825
317,0.17936,1.451,0.45648,2.0787,1.2123,3.2433
318,0.17936,1.451,0.58218,3.2411,2.3749,0.37377
319,2.8809,1.665,0.58218,3.231,2.3749,0.37377
320,2.7802,1.665,3.798,2.8765,0.85559,2.767
321,2.3524,1.1147,2.6384,2.8765,0.85559,2.767
322,2.0995,0.08613,2.5543,3.3507,2.027,3.0431
323,2.0995,0.08613,2.2618,3.2054,1.5126,3.0431
324,1.016,1.7848,0.72839,2.9413,1.6282,2.9192
325,1.016,1.5093,0.72839,0.35315,1.6223,0.46934
326,2.3656,0.60054,3.3341,0.28943,2.9932,0.46934
327,0.15717,0.54929,3.0307,0.35315,1.2041,2.1749
328,0.15717,0.044392,2.2956,0.71905,1.095,3.088
329,0.95535,0.044392,2.2956,0.71905,1.8311,0.21214
330,0.29747,1.4089,2.7834,3.319,0.86043,0.21214
331,0.23777,1.4089,2.4106,1.4008,0.86043,0.71708
332,0.014797,1.2811,2.4106,1.4008,0.67597,0.71708
333,0.014797,0.34039,2.5873,0.45721,0.67597,2.0535
334,0.97826,0.98192,2.5873,0.45721,2.2935,1.3126
335,0.97826,0.98192,0.99197,2.8925,1.6267,1.3126
336,1.5631,0.34113,0.19966,2.8925,1.6267,3.2692
337,1.5631,0.34113,0.19966,2.4358,2.6728,1.6533
338,2.3107,1.2656,1.6075,1.4719,2.6728,0.91498
339,2.3107,1.2656,0.76027,1.4719,1.3608,0.061199
340,0.27605,0.27899,0.71861,2.8565,1.3608,0.061199
341,0.27605,0.27899,0.76027,2.8565,2.6212,1.3902
342,2.4856,2.8511,0.76027,3.109,2.6212,1.3462
343,2.4856,0.86406,2.752,1.0339,2.5894,1.3223
344,1.4998,0.86406,1.512,1.6984,2.2989,0.86846
345,1.4998,1.2645,1.512,1.6984,2.2989,0.86846
346,2.1861,1.2645,1.8911,3.0859,1.9903,1.3035
347,2.1861,1.6755,1.8911,2.6665,0.41019,1.3035
348,2.6173,2.7333,1.8947,0.32573,0.41019,1.0812
349,1.0243,2.627,3.3445,0.32573,1.298,1.3943
350,0.019338,2.627,1.8521,2.7316,0.96392,1.3943
351,0.08638,2.2472,1.3084,0.19523,0.93942,2.4918
352,0.08638,1.3435,1.3084,0.19523,0.93942,2.4918
353,1.39,0.6254,1.8627,2.7302,0.2058,1.3529
354,2.7368,0.6254,1.8627,2.7302,0.2058,2.3122
355,1.9458,2.3889,3.1368,3.1957,2.9721,2.3122
356,1.3543,2.3889,2.9486,2.5725,2.657,3.0494
357,1.293,1.3369,2.9486,2.5725,2.4058,3.0494
358,0.44224,1.2549,2.8985,0.98549,2.4058,1.8866
359,1.2245,0.71179,2.6871,0.98549,0.66582,1.8866
360,0.85659,0.179,2.6871,3.4365,0.66582,0.64013
361,0.79496,0.179,1.363,1.432,1.4543,2.7598
362,0.54411,1.8363,1.363,2.4121,1.4543,2.7663
363,0.54411,1.0994,1.2805,1.2911,0.37086,2.9169
364,1.0164,1.0994,1.2805,1.2911,0.34185,2.5979
365,1.0164,1.1496,3.4636,1.5464,0.37086,2.9304
366,1.223,1.1496,2.3593,1.5464,0.37086,0.47207
367,0.17135,1.1613,2.5653,1.1455,2.7195,0.47207
368,0.17135,1.1613,1.716,1.1455,0.77511,1.5621
369,3.0327,1.2361,1.716,0.4958,0.77511,1.6995
370,3.0251,1.2361,2.1036,0.42051,0.73401,2.6047
371,2.6552,1.1892,2.1036,0.4958,1.2194,0.74531
372,1.0931,1.1405,1.1017,0.16484,1.7304,2.7087
373,1.0931,1.1405,1.1017,0.16484,0.93208,2.7087
374,0.35364,2.0717,1.6727,3.0731,1.7304,0.80391
375,0.35364,0.53497,1.2284,1.9775,0.92763,0.80391
376,1.7686,0.53497,1.2284,1.9775,0.92763,1.3843
